0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0
0.002, 1.41421, -3.35811e-06, 1.41421, -2.81509e-11, 13.8734, 3.46835
0.012, 1.41421, -3.35858e-06, 1.41421, -4.94698e-10, 13.8734, 3.46835
0.022, 1.41421, -3.35936e-06, 1.41421, -1.27824e-09, 13.8734, 3.46836
0.032, 1.41421, -3.3602e-06, 1.41421, -2.11401e-09, 13.8734, 3.46836
0.042, 1.41421, -3.36087e-06, 1.41421, -2.7845e-09, 13.8734, 3.46836
0.052, 1.41421, -3.3612e-06, 1.41421, -3.1122e-09, 13.8734, 3.46836
0.062, 1.41421, -3.36104e-06, 1.41421, -2.95341e-09, 13.8734, 3.46836
0.072, 1.41421, -3.36028e-06, 1.41421, -2.19298e-09, 13.8734, 3.46836
0.082, 1.41421, -3.35882e-06, 1.41421, -7.39853e-10, 13.8734, 3.46836
0.094, 1.41421, -3.35607e-06, 1.41421, 2.01672e-09, 13.8734, 3.46836
0.104, 1.41421, -3.35287e-06, 1.41421, 5.21924e-09, 13.8734, 3.46836
0.114, 1.41421, -3.3488e-06, 1.41421, 9.28494e-09, 13.8734, 3.46836
0.124, 1.41421, -3.34385e-06, 1.41421, 1.42393e-08, 13.8734, 3.46836
0.134, 1.41421, -3.33799e-06, 1.41421, 2.00981e-08, 13.8734, 3.46836
0.144, 1.41421, -3.33122e-06, 1.41421, 2.68692e-08, 13.8734, 3.46836
0.154, 1.41421, -3.32353e-06, 1.41421, 3.45541e-08, 13.8734, 3.46836
0.166, 1.41421, -3.31311e-06, 1.41421, 4.4976e-08, 13.8734, 3.46837
0.174, 1.41421, -3.30544e-06, 1.41421, 5.26443e-08, 13.8734, 3.46837
0.184, 1.41421, -3.29506e-06, 1.41421, 6.3029e-08, 13.8734, 3.46837
0.194, 1.41421, -3.2838e-06, 1.41421, 7.42881e-08, 13.8734, 3.46837
0.206, 1.41421, -3.26916e-06, 1.41421, 8.89286e-08, 13.8734, 3.46837
0.216, 1.41421, -3.25604e-06, 1.41421, 1.02048e-07, 13.8734, 3.46837
0.226, 1.41421, -3.24211e-06, 1.41421, 1.15981e-07, 13.8734, 3.46837
0.236, 1.41421, -3.22738e-06, 1.41421, 1.30707e-07, 13.8734, 3.46837
0.246, 1.41421, -3.21188e-06, 1.41421, 1.46203e-07, 13.8734, 3.46837
0.256, 1.41421, -3.19564e-06, 1.41421, 1.62447e-07, 13.8734, 3.46837
0.266, 1.41421, -3.17867e-06, 1.41421, 1.79416e-07, 13.8734, 3.46837
0.276, 1.41421, -3.161e-06, 1.41421, 1.97088e-07, 13.8734, 3.46837
0.288, 1.41421, -3.1389e-06, 1.41421, 2.1919e-07, 13.8734, 3.46837
0.298, 1.41421, -3.11976e-06, 1.41421, 2.38329e-07, 13.8734, 3.46837
0.308, 1.41421, -3.09999e-06, 1.41421, 2.58099e-07, 13.8734, 3.46837
0.318, 1.41421, -3.07961e-06, 1.41421, 2.78479e-07, 13.8734, 3.46837
0.328, 1.41421, -3.05864e-06, 1.41421, 2.99447e-07, 13.8734, 3.46837
0.338, 1.41421, -3.03711e-06, 1.41421, 3.20984e-07, 13.8734, 3.46837
0.35, 1.41421, -3.01502e-06, 1.41421, 3.47549e-07, 13.8734, 3.46837
0.358, 1.41421, -2.99241e-06, 1.41421, 3.65681e-07, 13.8734, 3.46837
0.37, 1.41421, -2.9646e-06, 1.41421, 3.93486e-07, 13.8734, 3.46837
0.38, 1.41421, -2.9409e-06, 1.41421, 4.17194e-07, 13.8734, 3.46837
0.39, 1.41421, -2.91672e-06, 1.41421, 4.41371e-07, 13.8734, 3.46837
0.4, 1.41421, -2.89209e-06, 1.41421, 4.66e-07, 13.8734, 3.46837
0.41, 1.41421, -2.86703e-06, 1.41421, 4.91064e-07, 13.8734, 3.46837
0.422, 1.41421, -2.8364e-06, 1.41421, 5.21692e-07, 13.8734, 3.46837
0.43, 1.41421, -2.81566e-06, 1.41421, 5.42433e-07, 13.8734, 3.46837
0.442, 1.41421, -2.78408e-06, 1.41421, 5.74007e-07, 13.8734, 3.46837
0.452, 1.41421, -2.75736e-06, 1.41421, 6.00727e-07, 13.8734, 3.46837
0.462, 1.41421, -2.73029e-06, 1.41421, 6.27804e-07, 13.8734, 3.46837
0.472, 1.41421, -2.70287e-06, 1.41421, 6.55224e-07, 13.8734, 3.46837
0.484, 1.41421, -2.66953e-06, 1.41421, 6.88562e-07, 13.8734, 3.46837
0.494, 1.41421, -2.6414e-06, 1.41421, 7.16692e-07, 13.8734, 3.46837
0.504, 1.41421, -2.61297e-06, 1.41421, 7.45125e-07, 13.8734, 3.46837
0.514, 1.41421, -2.58424e-06, 1.41421, 7.7385e-07, 13.8734, 3.46837
0.524, 1.41421, -2.55524e-06, 1.41421, 8.02855e-07, 13.8734, 3.46837
0.534, 1.41421, -2.52596e-06, 1.41421, 8.3213e-07, 13.8734, 3.46837
0.544, 1.41421, -2.49643e-06, 1.41421, 8.61664e-07, 13.8734, 3.46837
0.556, 1.41421, -2.46066e-06, 1.41421, 8.97434e-07, 13.8734, 3.46837
0.566, 1.41421, -2.43059e-06, 1.41421, 9.27505e-07, 13.8734, 3.46837
0.576, 1.41421, -2.40029e-06, 1.41421, 9.57805e-07, 13.8734, 3.46837
0.586, 1.41421, -2.36977e-06, 1.41421, 9.88326e-07, 13.8734, 3.46837
0.596, 1.41421, -2.33904e-06, 1.41421, 1.01906e-06, 13.8734, 3.46837
0.606, 1.41421, -2.3081e-06, 1.41421, 1.04999e-06, 13.8734, 3.46837
0.616, 1.41421, -2.27697e-06, 1.41421, 1.08113e-06, 13.8734, 3.46837
0.626, 1.41421, -2.24565e-06, 1.41421, 1.11873e-06, 13.8734, 3.46837
0.636, 1.41421, -2.21415e-06, 1.41421, 1.14395e-06, 13.8734, 3.46837
0.648, 1.41421, -2.17612e-06, 1.41421, 1.18198e-06, 13.8734, 3.46837
0.658, 1.41421, -2.14424e-06, 1.41421, 1.21386e-06, 13.8734, 3.46837
0.668, 1.41421, -2.11221e-06, 1.41421, 1.24589e-06, 13.8734, 3.46837
0.678, 1.41421, -2.08002e-06, 1.41421, 1.27808e-06, 13.8734, 3.46837
0.688, 1.41421, -2.04768e-06, 1.41421, 1.31042e-06, 13.8734, 3.46837
0.698, 1.41421, -2.0152e-06, 1.41421, 1.3429e-06, 13.8734, 3.46837
0.71, 1.41421, -1.97604e-06, 1.41421, 1.38205e-06, 13.8734, 3.46837
0.72, 1.41421, -1.94327e-06, 1.41421, 1.41483e-06, 13.8734, 3.46837
0.728, 1.41421, -1.91696e-06, 1.41421, 1.44114e-06, 13.8734, 3.46837
0.74, 1.41421, -1.87735e-06, 1.41421, 1.48074e-06, 13.8734, 3.46837
0.75, 1.41421, -1.84422e-06, 1.41421, 1.51388e-06, 13.8734, 3.46837
0.76, 1.41422, -1.81097e-06, 1.41422, 1.54713e-06, 13.8734, 3.46837
0.77, 1.41422, -1.77762e-06, 1.41422, 1.58048e-06, 13.8734, 3.46837
